country_name,country_group,group_type
Spain,Post-demographic dividend,World Bank
Finland,Post-demographic dividend,World Bank
France,Post-demographic dividend,World Bank
United Kingdom,Post-demographic dividend,World Bank
Greece,Post-demographic dividend,World Bank
Hong Kong SAR China,Post-demographic dividend,World Bank
Croatia,Post-demographic dividend,World Bank
Hungary,Post-demographic dividend,World Bank
Italy,Post-demographic dividend,World Bank
Japan,Post-demographic dividend,World Bank
South Korea,Post-demographic dividend,World Bank
Lithuania,Post-demographic dividend,World Bank
Luxembourg,Post-demographic dividend,World Bank
Macao SAR China,Post-demographic dividend,World Bank
Malta,Post-demographic dividend,World Bank
Netherlands,Post-demographic dividend,World Bank
Norway,Post-demographic dividend,World Bank
New Zealand,Post-demographic dividend,World Bank
Portugal,Post-demographic dividend,World Bank
Singapore,Post-demographic dividend,World Bank
Slovenia,Post-demographic dividend,World Bank
Sweden,Post-demographic dividend,World Bank
Ukraine,Post-demographic dividend,World Bank
United States,Post-demographic dividend,World Bank
Afghanistan,South Asia,World Bank
Bangladesh,South Asia,World Bank
Bhutan,South Asia,World Bank
India,South Asia,World Bank
Sri Lanka,South Asia,World Bank
Maldives,South Asia,World Bank
Nepal,South Asia,World Bank
Pakistan,South Asia,World Bank
Angola,Sub-Saharan Africa,World Bank
Burundi,Sub-Saharan Africa,World Bank
Benin,Sub-Saharan Africa,World Bank
Burkina Faso,Sub-Saharan Africa,World Bank
Botswana,Sub-Saharan Africa,World Bank
Central African Republic,Sub-Saharan Africa,World Bank
Côte d’Ivoire,Sub-Saharan Africa,World Bank
Cameroon,Sub-Saharan Africa,World Bank
Congo - Kinshasa,Sub-Saharan Africa,World Bank
Congo - Brazzaville,Sub-Saharan Africa,World Bank
Comoros,Sub-Saharan Africa,World Bank
Cape Verde,Sub-Saharan Africa,World Bank
Eritrea,Sub-Saharan Africa,World Bank
Ethiopia,Sub-Saharan Africa,World Bank
Gabon,Sub-Saharan Africa,World Bank
Ghana,Sub-Saharan Africa,World Bank
Guinea,Sub-Saharan Africa,World Bank
Gambia,Sub-Saharan Africa,World Bank
Guinea-Bissau,Sub-Saharan Africa,World Bank
Equatorial Guinea,Sub-Saharan Africa,World Bank
Kenya,Sub-Saharan Africa,World Bank
Liberia,Sub-Saharan Africa,World Bank
Lesotho,Sub-Saharan Africa,World Bank
Madagascar,Sub-Saharan Africa,World Bank
Mali,Sub-Saharan Africa,World Bank
Mozambique,Sub-Saharan Africa,World Bank
Mauritania,Sub-Saharan Africa,World Bank
Mauritius,Sub-Saharan Africa,World Bank
Malawi,Sub-Saharan Africa,World Bank
Namibia,Sub-Saharan Africa,World Bank
Niger,Sub-Saharan Africa,World Bank
Nigeria,Sub-Saharan Africa,World Bank
Rwanda,Sub-Saharan Africa,World Bank
Sudan,Sub-Saharan Africa,World Bank
Senegal,Sub-Saharan Africa,World Bank
Sierra Leone,Sub-Saharan Africa,World Bank
Somalia,Sub-Saharan Africa,World Bank
South Sudan,Sub-Saharan Africa,World Bank
São Tomé & Príncipe,Sub-Saharan Africa,World Bank
Eswatini,Sub-Saharan Africa,World Bank
Seychelles,Sub-Saharan Africa,World Bank
Chad,Sub-Saharan Africa,World Bank
Togo,Sub-Saharan Africa,World Bank
Tanzania,Sub-Saharan Africa,World Bank
Uganda,Sub-Saharan Africa,World Bank
South Africa,Sub-Saharan Africa,World Bank
Zambia,Sub-Saharan Africa,World Bank
Zimbabwe,Sub-Saharan Africa,World Bank
Antigua & Barbuda,Small states,World Bank
Bahrain,Small states,World Bank
Bahamas,Small states,World Bank
Belize,Small states,World Bank
Barbados,Small states,World Bank
Brunei,Small states,World Bank
Bhutan,Small states,World Bank
Botswana,Small states,World Bank
Comoros,Small states,World Bank
Cape Verde,Small states,World Bank
Cyprus,Small states,World Bank
Djibouti,Small states,World Bank
Dominica,Small states,World Bank
Estonia,Small states,World Bank
Fiji,Small states,World Bank
Micronesia (Federated States of),Small states,World Bank
Gabon,Small states,World Bank
Gambia,Small states,World Bank
Guinea-Bissau,Small states,World Bank
Equatorial Guinea,Small states,World Bank
Grenada,Small states,World Bank
Guyana,Small states,World Bank
Iceland,Small states,World Bank
Jamaica,Small states,World Bank
Kiribati,Small states,World Bank
St. Kitts & Nevis,Small states,World Bank
St. Lucia,Small states,World Bank
Lesotho,Small states,World Bank
Maldives,Small states,World Bank
Marshall Islands,Small states,World Bank
Malta,Small states,World Bank
Montenegro,Small states,World Bank
Mauritius,Small states,World Bank
Namibia,Small states,World Bank
Nauru,Small states,World Bank
Palau,Small states,World Bank
Qatar,Small states,World Bank
Solomon Islands,Small states,World Bank
San Marino,Small states,World Bank
São Tomé & Príncipe,Small states,World Bank
Suriname,Small states,World Bank
Eswatini,Small states,World Bank
Seychelles,Small states,World Bank
Timor-Leste,Small states,World Bank
Tonga,Small states,World Bank
Trinidad & Tobago,Small states,World Bank
Tuvalu,Small states,World Bank
St. Vincent & Grenadines,Small states,World Bank
Vanuatu,Small states,World Bank
Samoa,Small states,World Bank
China,East Asia & Pacific (IDA & IBRD),World Bank
Fiji,East Asia & Pacific (IDA & IBRD),World Bank
Micronesia (Federated States of),East Asia & Pacific (IDA & IBRD),World Bank
Indonesia,East Asia & Pacific (IDA & IBRD),World Bank
Cambodia,East Asia & Pacific (IDA & IBRD),World Bank
Kiribati,East Asia & Pacific (IDA & IBRD),World Bank
Laos,East Asia & Pacific (IDA & IBRD),World Bank
Marshall Islands,East Asia & Pacific (IDA & IBRD),World Bank
Myanmar (Burma),East Asia & Pacific (IDA & IBRD),World Bank
Mongolia,East Asia & Pacific (IDA & IBRD),World Bank
Malaysia,East Asia & Pacific (IDA & IBRD),World Bank
Nauru,East Asia & Pacific (IDA & IBRD),World Bank
Philippines,East Asia & Pacific (IDA & IBRD),World Bank
Palau,East Asia & Pacific (IDA & IBRD),World Bank
Papua New Guinea,East Asia & Pacific (IDA & IBRD),World Bank
Solomon Islands,East Asia & Pacific (IDA & IBRD),World Bank
Thailand,East Asia & Pacific (IDA & IBRD),World Bank
Timor-Leste,East Asia & Pacific (IDA & IBRD),World Bank
Tonga,East Asia & Pacific (IDA & IBRD),World Bank
Tuvalu,East Asia & Pacific (IDA & IBRD),World Bank
Vietnam,East Asia & Pacific (IDA & IBRD),World Bank
Vanuatu,East Asia & Pacific (IDA & IBRD),World Bank
Samoa,East Asia & Pacific (IDA & IBRD),World Bank
Albania,Europe & Central Asia (IDA & IBRD),World Bank
Armenia,Europe & Central Asia (IDA & IBRD),World Bank
Azerbaijan,Europe & Central Asia (IDA & IBRD),World Bank
Bulgaria,Europe & Central Asia (IDA & IBRD),World Bank
Bosnia & Herzegovina,Europe & Central Asia (IDA & IBRD),World Bank
Belarus,Europe & Central Asia (IDA & IBRD),World Bank
Georgia,Europe & Central Asia (IDA & IBRD),World Bank
Croatia,Europe & Central Asia (IDA & IBRD),World Bank
Kazakhstan,Europe & Central Asia (IDA & IBRD),World Bank
Kyrgyzstan,Europe & Central Asia (IDA & IBRD),World Bank
Moldova,Europe & Central Asia (IDA & IBRD),World Bank
North Macedonia,Europe & Central Asia (IDA & IBRD),World Bank
Montenegro,Europe & Central Asia (IDA & IBRD),World Bank
Poland,Europe & Central Asia (IDA & IBRD),World Bank
Romania,Europe & Central Asia (IDA & IBRD),World Bank
Russia,Europe & Central Asia (IDA & IBRD),World Bank
Serbia,Europe & Central Asia (IDA & IBRD),World Bank
Tajikistan,Europe & Central Asia (IDA & IBRD),World Bank
Turkmenistan,Europe & Central Asia (IDA & IBRD),World Bank
Turkey,Europe & Central Asia (IDA & IBRD),World Bank
Ukraine,Europe & Central Asia (IDA & IBRD),World Bank
Uzbekistan,Europe & Central Asia (IDA & IBRD),World Bank
Kosovo,Europe & Central Asia (IDA & IBRD),World Bank
Argentina,Latin America & Caribbean (IDA & IBRD),World Bank
Antigua & Barbuda,Latin America & Caribbean (IDA & IBRD),World Bank
Belize,Latin America & Caribbean (IDA & IBRD),World Bank
Bolivia,Latin America & Caribbean (IDA & IBRD),World Bank
Brazil,Latin America & Caribbean (IDA & IBRD),World Bank
Chile,Latin America & Caribbean (IDA & IBRD),World Bank
Colombia,Latin America & Caribbean (IDA & IBRD),World Bank
Costa Rica,Latin America & Caribbean (IDA & IBRD),World Bank
Dominica,Latin America & Caribbean (IDA & IBRD),World Bank
Dominican Republic,Latin America & Caribbean (IDA & IBRD),World Bank
Ecuador,Latin America & Caribbean (IDA & IBRD),World Bank
Grenada,Latin America & Caribbean (IDA & IBRD),World Bank
Guatemala,Latin America & Caribbean (IDA & IBRD),World Bank
Guyana,Latin America & Caribbean (IDA & IBRD),World Bank
Honduras,Latin America & Caribbean (IDA & IBRD),World Bank
Haiti,Latin America & Caribbean (IDA & IBRD),World Bank
Jamaica,Latin America & Caribbean (IDA & IBRD),World Bank
St. Kitts & Nevis,Latin America & Caribbean (IDA & IBRD),World Bank
St. Lucia,Latin America & Caribbean (IDA & IBRD),World Bank
Mexico,Latin America & Caribbean (IDA & IBRD),World Bank
Nicaragua,Latin America & Caribbean (IDA & IBRD),World Bank
Panama,Latin America & Caribbean (IDA & IBRD),World Bank
Peru,Latin America & Caribbean (IDA & IBRD),World Bank
Paraguay,Latin America & Caribbean (IDA & IBRD),World Bank
El Salvador,Latin America & Caribbean (IDA & IBRD),World Bank
Suriname,Latin America & Caribbean (IDA & IBRD),World Bank
Trinidad & Tobago,Latin America & Caribbean (IDA & IBRD),World Bank
Uruguay,Latin America & Caribbean (IDA & IBRD),World Bank
St. Vincent & Grenadines,Latin America & Caribbean (IDA & IBRD),World Bank
Venezuela,Latin America & Caribbean (IDA & IBRD),World Bank
Djibouti,Middle East & North Africa (IDA & IBRD),World Bank
Algeria,Middle East & North Africa (IDA & IBRD),World Bank
Egypt,Middle East & North Africa (IDA & IBRD),World Bank
Iran,Middle East & North Africa (IDA & IBRD),World Bank
Iraq,Middle East & North Africa (IDA & IBRD),World Bank
Jordan,Middle East & North Africa (IDA & IBRD),World Bank
Lebanon,Middle East & North Africa (IDA & IBRD),World Bank
Libya,Middle East & North Africa (IDA & IBRD),World Bank
Morocco,Middle East & North Africa (IDA & IBRD),World Bank
Syria,Middle East & North Africa (IDA & IBRD),World Bank
Tunisia,Middle East & North Africa (IDA & IBRD),World Bank
Yemen,Middle East & North Africa (IDA & IBRD),World Bank
Afghanistan,South Asia (IDA & IBRD),World Bank
Bangladesh,South Asia (IDA & IBRD),World Bank
Bhutan,South Asia (IDA & IBRD),World Bank
India,South Asia (IDA & IBRD),World Bank
Sri Lanka,South Asia (IDA & IBRD),World Bank
Maldives,South Asia (IDA & IBRD),World Bank
Nepal,South Asia (IDA & IBRD),World Bank
Pakistan,South Asia (IDA & IBRD),World Bank
Angola,Sub-Saharan Africa (IDA & IBRD),World Bank
Burundi,Sub-Saharan Africa (IDA & IBRD),World Bank
Benin,Sub-Saharan Africa (IDA & IBRD),World Bank
Burkina Faso,Sub-Saharan Africa (IDA & IBRD),World Bank
Botswana,Sub-Saharan Africa (IDA & IBRD),World Bank
Central African Republic,Sub-Saharan Africa (IDA & IBRD),World Bank
Côte d’Ivoire,Sub-Saharan Africa (IDA & IBRD),World Bank
Cameroon,Sub-Saharan Africa (IDA & IBRD),World Bank
Congo - Kinshasa,Sub-Saharan Africa (IDA & IBRD),World Bank
Congo - Brazzaville,Sub-Saharan Africa (IDA & IBRD),World Bank
Comoros,Sub-Saharan Africa (IDA & IBRD),World Bank
Cape Verde,Sub-Saharan Africa (IDA & IBRD),World Bank
Eritrea,Sub-Saharan Africa (IDA & IBRD),World Bank
Ethiopia,Sub-Saharan Africa (IDA & IBRD),World Bank
Gabon,Sub-Saharan Africa (IDA & IBRD),World Bank
Ghana,Sub-Saharan Africa (IDA & IBRD),World Bank
Guinea,Sub-Saharan Africa (IDA & IBRD),World Bank
Gambia,Sub-Saharan Africa (IDA & IBRD),World Bank
Guinea-Bissau,Sub-Saharan Africa (IDA & IBRD),World Bank
Equatorial Guinea,Sub-Saharan Africa (IDA & IBRD),World Bank
Kenya,Sub-Saharan Africa (IDA & IBRD),World Bank
Liberia,Sub-Saharan Africa (IDA & IBRD),World Bank
Lesotho,Sub-Saharan Africa (IDA & IBRD),World Bank
Madagascar,Sub-Saharan Africa (IDA & IBRD),World Bank
Mali,Sub-Saharan Africa (IDA & IBRD),World Bank
Mozambique,Sub-Saharan Africa (IDA & IBRD),World Bank
Mauritania,Sub-Saharan Africa (IDA & IBRD),World Bank
Mauritius,Sub-Saharan Africa (IDA & IBRD),World Bank
Malawi,Sub-Saharan Africa (IDA & IBRD),World Bank
Namibia,Sub-Saharan Africa (IDA & IBRD),World Bank
Niger,Sub-Saharan Africa (IDA & IBRD),World Bank
Nigeria,Sub-Saharan Africa (IDA & IBRD),World Bank
Rwanda,Sub-Saharan Africa (IDA & IBRD),World Bank
Sudan,Sub-Saharan Africa (IDA & IBRD),World Bank
Senegal,Sub-Saharan Africa (IDA & IBRD),World Bank
Sierra Leone,Sub-Saharan Africa (IDA & IBRD),World Bank
Somalia,Sub-Saharan Africa (IDA & IBRD),World Bank
South Sudan,Sub-Saharan Africa (IDA & IBRD),World Bank
São Tomé & Príncipe,Sub-Saharan Africa (IDA & IBRD),World Bank
Eswatini,Sub-Saharan Africa (IDA & IBRD),World Bank
Seychelles,Sub-Saharan Africa (IDA & IBRD),World Bank
Chad,Sub-Saharan Africa (IDA & IBRD),World Bank
Togo,Sub-Saharan Africa (IDA & IBRD),World Bank
Tanzania,Sub-Saharan Africa (IDA & IBRD),World Bank
Uganda,Sub-Saharan Africa (IDA & IBRD),World Bank
South Africa,Sub-Saharan Africa (IDA & IBRD),World Bank
Zambia,Sub-Saharan Africa (IDA & IBRD),World Bank
Zimbabwe,Sub-Saharan Africa (IDA & IBRD),World Bank
Aruba,World,World Bank
Afghanistan,World,World Bank
Angola,World,World Bank
Albania,World,World Bank
Andorra,World,World Bank
United Arab Emirates,World,World Bank
Argentina,World,World Bank
Armenia,World,World Bank
American Samoa,World,World Bank
Antigua & Barbuda,World,World Bank
Australia,World,World Bank
Austria,World,World Bank
Azerbaijan,World,World Bank
Burundi,World,World Bank
Belgium,World,World Bank
Benin,World,World Bank
Burkina Faso,World,World Bank
Bangladesh,World,World Bank
Bulgaria,World,World Bank
Bahrain,World,World Bank
Bahamas,World,World Bank
Bosnia & Herzegovina,World,World Bank
Belarus,World,World Bank
Belize,World,World Bank
Bermuda,World,World Bank
Bolivia,World,World Bank
Brazil,World,World Bank
Barbados,World,World Bank
Brunei,World,World Bank
Bhutan,World,World Bank
Botswana,World,World Bank
Central African Republic,World,World Bank
Canada,World,World Bank
Switzerland,World,World Bank
Channel Islands,World,World Bank
Chile,World,World Bank
China,World,World Bank
Côte d’Ivoire,World,World Bank
Cameroon,World,World Bank
Congo - Kinshasa,World,World Bank
Congo - Brazzaville,World,World Bank
Colombia,World,World Bank
Comoros,World,World Bank
Cape Verde,World,World Bank
Costa Rica,World,World Bank
Cuba,World,World Bank
Curaçao,World,World Bank
Cayman Islands,World,World Bank
Cyprus,World,World Bank
Czechia,World,World Bank
Germany,World,World Bank
Djibouti,World,World Bank
Dominica,World,World Bank
Denmark,World,World Bank
Dominican Republic,World,World Bank
Algeria,World,World Bank
Ecuador,World,World Bank
Egypt,World,World Bank
Eritrea,World,World Bank
Spain,World,World Bank
Estonia,World,World Bank
Ethiopia,World,World Bank
Finland,World,World Bank
Fiji,World,World Bank
France,World,World Bank
Faroe Islands,World,World Bank
Micronesia (Federated States of),World,World Bank
Gabon,World,World Bank
United Kingdom,World,World Bank
Georgia,World,World Bank
Ghana,World,World Bank
Gibraltar,World,World Bank
Guinea,World,World Bank
Gambia,World,World Bank
Guinea-Bissau,World,World Bank
Equatorial Guinea,World,World Bank
Greece,World,World Bank
Grenada,World,World Bank
Greenland,World,World Bank
Guatemala,World,World Bank
Guam,World,World Bank
Guyana,World,World Bank
Hong Kong SAR China,World,World Bank
Honduras,World,World Bank
Croatia,World,World Bank
Haiti,World,World Bank
Hungary,World,World Bank
Indonesia,World,World Bank
Isle of Man,World,World Bank
India,World,World Bank
Ireland,World,World Bank
Iran,World,World Bank
Iraq,World,World Bank
Iceland,World,World Bank
Israel,World,World Bank
Italy,World,World Bank
Jamaica,World,World Bank
Jordan,World,World Bank
Japan,World,World Bank
Kazakhstan,World,World Bank
Kenya,World,World Bank
Kyrgyzstan,World,World Bank
Cambodia,World,World Bank
Kiribati,World,World Bank
St. Kitts & Nevis,World,World Bank
South Korea,World,World Bank
Kuwait,World,World Bank
Laos,World,World Bank
Lebanon,World,World Bank
Liberia,World,World Bank
Libya,World,World Bank
St. Lucia,World,World Bank
Liechtenstein,World,World Bank
Sri Lanka,World,World Bank
Lesotho,World,World Bank
Lithuania,World,World Bank
Luxembourg,World,World Bank
Latvia,World,World Bank
Macao SAR China,World,World Bank
Saint Martin (French part),World,World Bank
Morocco,World,World Bank
Monaco,World,World Bank
Moldova,World,World Bank
Madagascar,World,World Bank
Maldives,World,World Bank
Mexico,World,World Bank
Marshall Islands,World,World Bank
North Macedonia,World,World Bank
Mali,World,World Bank
Malta,World,World Bank
Myanmar (Burma),World,World Bank
Montenegro,World,World Bank
Mongolia,World,World Bank
Northern Mariana Islands,World,World Bank
Mozambique,World,World Bank
Mauritania,World,World Bank
Mauritius,World,World Bank
Malawi,World,World Bank
Malaysia,World,World Bank
Namibia,World,World Bank
New Caledonia,World,World Bank
Niger,World,World Bank
Nigeria,World,World Bank
Nicaragua,World,World Bank
Netherlands,World,World Bank
Norway,World,World Bank
Nepal,World,World Bank
Nauru,World,World Bank
New Zealand,World,World Bank
Oman,World,World Bank
Pakistan,World,World Bank
Panama,World,World Bank
Peru,World,World Bank
Philippines,World,World Bank
Palau,World,World Bank
Papua New Guinea,World,World Bank
Poland,World,World Bank
Puerto Rico,World,World Bank
North Korea,World,World Bank
Portugal,World,World Bank
Paraguay,World,World Bank
Palestinian Territories,World,World Bank
French Polynesia,World,World Bank
Qatar,World,World Bank
Romania,World,World Bank
Russia,World,World Bank
Rwanda,World,World Bank
Saudi Arabia,World,World Bank
Sudan,World,World Bank
Senegal,World,World Bank
Singapore,World,World Bank
Solomon Islands,World,World Bank
Sierra Leone,World,World Bank
El Salvador,World,World Bank
San Marino,World,World Bank
Somalia,World,World Bank
Serbia,World,World Bank
South Sudan,World,World Bank
São Tomé & Príncipe,World,World Bank
Suriname,World,World Bank
Slovakia,World,World Bank
Slovenia,World,World Bank
Sweden,World,World Bank
Eswatini,World,World Bank
Sint Maarten,World,World Bank
Seychelles,World,World Bank
Syria,World,World Bank
Turks & Caicos Islands,World,World Bank
Chad,World,World Bank
Togo,World,World Bank
Thailand,World,World Bank
Tajikistan,World,World Bank
Turkmenistan,World,World Bank
Timor-Leste,World,World Bank
Tonga,World,World Bank
Trinidad & Tobago,World,World Bank
Tunisia,World,World Bank
Turkey,World,World Bank
Tuvalu,World,World Bank
Taiwan,World,World Bank
Tanzania,World,World Bank
Uganda,World,World Bank
Ukraine,World,World Bank
Uruguay,World,World Bank
United States,World,World Bank
Uzbekistan,World,World Bank
St. Vincent & Grenadines,World,World Bank
Venezuela,World,World Bank
British Virgin Islands,World,World Bank
U.S. Virgin Islands,World,World Bank
Vietnam,World,World Bank
Vanuatu,World,World Bank
Samoa,World,World Bank
Kosovo,World,World Bank
Yemen,World,World Bank
South Africa,World,World Bank
Zambia,World,World Bank
Zimbabwe,World,World Bank
Aruba,High income,World Bank
Afghanistan,Low income,World Bank
Angola,Lower middle income,World Bank
Albania,Upper middle income,World Bank
Andorra,High income,World Bank
United Arab Emirates,High income,World Bank
Argentina,Upper middle income,World Bank
Armenia,Upper middle income,World Bank
American Samoa,Upper middle income,World Bank
Antigua & Barbuda,High income,World Bank
Australia,High income,World Bank
Austria,High income,World Bank
Azerbaijan,Upper middle income,World Bank
Burundi,Low income,World Bank
Belgium,High income,World Bank
Benin,Lower middle income,World Bank
Burkina Faso,Low income,World Bank
Bangladesh,Lower middle income,World Bank
Bulgaria,Upper middle income,World Bank
Bahrain,High income,World Bank
Bahamas,High income,World Bank
Bosnia & Herzegovina,Upper middle income,World Bank
Belarus,Upper middle income,World Bank
Belize,Lower middle income,World Bank
Bermuda,High income,World Bank
Bolivia,Lower middle income,World Bank
Brazil,Upper middle income,World Bank
Barbados,High income,World Bank
Brunei,High income,World Bank
Bhutan,Lower middle income,World Bank
Botswana,Upper middle income,World Bank
Central African Republic,Low income,World Bank
Canada,High income,World Bank
Switzerland,High income,World Bank
Channel Islands,High income,World Bank
Chile,High income,World Bank
China,Upper middle income,World Bank
Côte d’Ivoire,Lower middle income,World Bank
Cameroon,Lower middle income,World Bank
Congo - Kinshasa,Low income,World Bank
Congo - Brazzaville,Lower middle income,World Bank
Colombia,Upper middle income,World Bank
Comoros,Lower middle income,World Bank
Cape Verde,Lower middle income,World Bank
Costa Rica,Upper middle income,World Bank
Cuba,Upper middle income,World Bank
Curaçao,High income,World Bank
Cayman Islands,High income,World Bank
Cyprus,High income,World Bank
Czechia,High income,World Bank
Germany,High income,World Bank
Djibouti,Lower middle income,World Bank
Dominica,Upper middle income,World Bank
Denmark,High income,World Bank
Dominican Republic,Upper middle income,World Bank
Algeria,Lower middle income,World Bank
Ecuador,Upper middle income,World Bank
Egypt,Lower middle income,World Bank
Eritrea,Low income,World Bank
Spain,High income,World Bank
Estonia,High income,World Bank
Ethiopia,Low income,World Bank
Finland,High income,World Bank
Fiji,Upper middle income,World Bank
France,High income,World Bank
Faroe Islands,High income,World Bank
Micronesia (Federated States of),Lower middle income,World Bank
Gabon,Upper middle income,World Bank
United Kingdom,High income,World Bank
Georgia,Upper middle income,World Bank
Ghana,Lower middle income,World Bank
Gibraltar,High income,World Bank
Guinea,Low income,World Bank
Gambia,Low income,World Bank
Guinea-Bissau,Low income,World Bank
Equatorial Guinea,Upper middle income,World Bank
Greece,High income,World Bank
Grenada,Upper middle income,World Bank
Greenland,High income,World Bank
Guatemala,Upper middle income,World Bank
Guam,High income,World Bank
Guyana,Upper middle income,World Bank
Hong Kong SAR China,High income,World Bank
Honduras,Lower middle income,World Bank
Croatia,High income,World Bank
Haiti,Lower middle income,World Bank
Hungary,High income,World Bank
Indonesia,Lower middle income,World Bank
Isle of Man,High income,World Bank
India,Lower middle income,World Bank
Ireland,High income,World Bank
Iran,Lower middle income,World Bank
Iraq,Upper middle income,World Bank
Iceland,High income,World Bank
Israel,High income,World Bank
Italy,High income,World Bank
Jamaica,Upper middle income,World Bank
Jordan,Upper middle income,World Bank
Japan,High income,World Bank
Kazakhstan,Upper middle income,World Bank
Kenya,Lower middle income,World Bank
Kyrgyzstan,Lower middle income,World Bank
Cambodia,Lower middle income,World Bank
Kiribati,Lower middle income,World Bank
St. Kitts & Nevis,High income,World Bank
South Korea,High income,World Bank
Kuwait,High income,World Bank
Laos,Lower middle income,World Bank
Lebanon,Upper middle income,World Bank
Liberia,Low income,World Bank
Libya,Upper middle income,World Bank
St. Lucia,Upper middle income,World Bank
Liechtenstein,High income,World Bank
Sri Lanka,Lower middle income,World Bank
Lesotho,Lower middle income,World Bank
Lithuania,High income,World Bank
Luxembourg,High income,World Bank
Latvia,High income,World Bank
Macao SAR China,High income,World Bank
Saint Martin (French part),High income,World Bank
Morocco,Lower middle income,World Bank
Monaco,High income,World Bank
Moldova,Upper middle income,World Bank
Madagascar,Low income,World Bank
Maldives,Upper middle income,World Bank
Mexico,Upper middle income,World Bank
Marshall Islands,Upper middle income,World Bank
North Macedonia,Upper middle income,World Bank
Mali,Low income,World Bank
Malta,High income,World Bank
Myanmar (Burma),Lower middle income,World Bank
Montenegro,Upper middle income,World Bank
Mongolia,Lower middle income,World Bank
Northern Mariana Islands,High income,World Bank
Mozambique,Low income,World Bank
Mauritania,Lower middle income,World Bank
Mauritius,Upper middle income,World Bank
Malawi,Low income,World Bank
Malaysia,Upper middle income,World Bank
Namibia,Upper middle income,World Bank
New Caledonia,High income,World Bank
Niger,Low income,World Bank
Nigeria,Lower middle income,World Bank
Nicaragua,Lower middle income,World Bank
Netherlands,High income,World Bank
Norway,High income,World Bank
Nepal,Lower middle income,World Bank
Nauru,High income,World Bank
New Zealand,High income,World Bank
Oman,High income,World Bank
Pakistan,Lower middle income,World Bank
Panama,Upper middle income,World Bank
Peru,Upper middle income,World Bank
Philippines,Lower middle income,World Bank
Palau,High income,World Bank
Papua New Guinea,Lower middle income,World Bank
Poland,High income,World Bank
Puerto Rico,High income,World Bank
North Korea,Low income,World Bank
Portugal,High income,World Bank
Paraguay,Upper middle income,World Bank
Palestinian Territories,Lower middle income,World Bank
French Polynesia,High income,World Bank
Qatar,High income,World Bank
Romania,Upper middle income,World Bank
Russia,Upper middle income,World Bank
Rwanda,Low income,World Bank
Saudi Arabia,High income,World Bank
Sudan,Low income,World Bank
Senegal,Lower middle income,World Bank
Singapore,High income,World Bank
Solomon Islands,Lower middle income,World Bank
Sierra Leone,Low income,World Bank
El Salvador,Lower middle income,World Bank
San Marino,High income,World Bank
Somalia,Low income,World Bank
Serbia,Upper middle income,World Bank
South Sudan,Low income,World Bank
São Tomé & Príncipe,Lower middle income,World Bank
Suriname,Upper middle income,World Bank
Slovakia,High income,World Bank
Slovenia,High income,World Bank
Sweden,High income,World Bank
Eswatini,Lower middle income,World Bank
Sint Maarten,High income,World Bank
Seychelles,High income,World Bank
Syria,Low income,World Bank
Turks & Caicos Islands,High income,World Bank
Chad,Low income,World Bank
Togo,Low income,World Bank
Thailand,Upper middle income,World Bank
Tajikistan,Lower middle income,World Bank
Turkmenistan,Upper middle income,World Bank
Timor-Leste,Lower middle income,World Bank
Tonga,Upper middle income,World Bank
Trinidad & Tobago,High income,World Bank
Tunisia,Lower middle income,World Bank
Turkey,Upper middle income,World Bank
Tuvalu,Upper middle income,World Bank
Taiwan,High income,World Bank
Tanzania,Lower middle income,World Bank
Uganda,Low income,World Bank
Ukraine,Lower middle income,World Bank
Uruguay,High income,World Bank
United States,High income,World Bank
Uzbekistan,Lower middle income,World Bank
St. Vincent & Grenadines,Upper middle income,World Bank
British Virgin Islands,High income,World Bank
U.S. Virgin Islands,High income,World Bank
Vietnam,Lower middle income,World Bank
Vanuatu,Lower middle income,World Bank
Samoa,Lower middle income,World Bank
Kosovo,Upper middle income,World Bank
Yemen,Low income,World Bank
South Africa,Upper middle income,World Bank
Zambia,Lower middle income,World Bank
Zimbabwe,Lower middle income,World Bank
Angola,Sub-Saharan Africa (excluding high income),World Bank
Albania,Europe & Central Asia (excluding high income),World Bank
Argentina,Latin America & Caribbean (excluding high income),World Bank
Armenia,Europe & Central Asia (excluding high income),World Bank
American Samoa,East Asia & Pacific (excluding high income),World Bank
Azerbaijan,Europe & Central Asia (excluding high income),World Bank
Burundi,Sub-Saharan Africa (excluding high income),World Bank
Benin,Sub-Saharan Africa (excluding high income),World Bank
Burkina Faso,Sub-Saharan Africa (excluding high income),World Bank
Bulgaria,Europe & Central Asia (excluding high income),World Bank
Bosnia & Herzegovina,Europe & Central Asia (excluding high income),World Bank
Belarus,Europe & Central Asia (excluding high income),World Bank
Belize,Latin America & Caribbean (excluding high income),World Bank
Bolivia,Latin America & Caribbean (excluding high income),World Bank
Brazil,Latin America & Caribbean (excluding high income),World Bank
Botswana,Sub-Saharan Africa (excluding high income),World Bank
Central African Republic,Sub-Saharan Africa (excluding high income),World Bank
China,East Asia & Pacific (excluding high income),World Bank
Côte d’Ivoire,Sub-Saharan Africa (excluding high income),World Bank
Cameroon,Sub-Saharan Africa (excluding high income),World Bank
Congo - Kinshasa,Sub-Saharan Africa (excluding high income),World Bank
Congo - Brazzaville,Sub-Saharan Africa (excluding high income),World Bank
Colombia,Latin America & Caribbean (excluding high income),World Bank
Comoros,Sub-Saharan Africa (excluding high income),World Bank
